Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT5G35750	Locus:2177261	AT1G26270	Locus:2028798	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G31810	Locus:2034471	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G53900	Locus:2814880	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G64330	Locus:2014240	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G77370	Locus:2031452	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G11100	Locus:2074658	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G29350	Locus:2093817	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G48600	Locus:2114465	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT4G27160	Locus:2136486	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT4G29040	Locus:2119926	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G11740	Locus:2181960	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G13120	Locus:2179822	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G39340	Locus:2175643	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G42060	Locus:2165780	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G48470	Locus:2165986	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G53950	Locus:2154684	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G63790	Locus:2160634	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G64070	Locus:2164401	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G39510	Locus:2175733	AT5G46860	Locus:3356150	IPI	Co-immunoprecipitation	Publication:1546235	PMID:11739776	2/17/06	TAIR
AT5G39660	Locus:2164860	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/8/06	TAIR
AT5G39760	Locus:2167052	AT1G75240	Locus:2025121	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G39760	Locus:2167052	AT3G50890	Locus:2077957	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G39760	Locus:2167052	AT5G15210	Locus:2150871	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G40930	Locus:2167737	AT3G54660	Locus:2102410	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT5G41315	Locus:504954829	AT5G40330	Locus:2170553	IPI	yeast two-hybrid assay	Publication:501714694	PMID:15728674	5/22/09	BIOGRID
AT5G41315	Locus:504954829	AT5G53200	Locus:2163766	IPI	yeast two-hybrid assay	Publication:501714694	PMID:15728674	5/22/09	BIOGRID
AT5G42190	Locus:2165825	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT5G42190	Locus:2165825	AT5G49610	Locus:2157834	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/10/06	TAIR
AT5G42480	Locus:2162341	AT5G55280	Locus:2161610	IPI	yeast two-hybrid assay	Publication:501717486	PMID:16146521	7/19/06	TAIR
AT5G42970	Locus:2159961	AT4G02570	Locus:2132377	IDA	affinity capture	Publication:501715696	PMID:12724535	5/22/09	BIOGRID
AT5G42970	Locus:2159961	AT5G14250	Locus:2145638	IDA	affinity capture	Publication:501715696	PMID:12724535	5/22/09	BIOGRID
AT5G42970	Locus:2159961	AT5G56280	Locus:2177601	IDA	affinity capture	Publication:501715696	PMID:12724535	5/22/09	BIOGRID
AT5G43900	Locus:2149529	AT5G03530	Locus:2831859	IDA	in vitro reconstitution assay with recombinant protein	Publication:501727490	PMID:18703495	5/22/09	BIOGRID
AT5G44200	Locus:2167649	AT4G19395	Locus:1009023317	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT5G44200	Locus:2167649	AT5G04275	Locus:1009023485	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT5G45110	Locus:2153192	AT3G12250	Locus:2082234	IPI	yeast two-hybrid assay	Publication:501720485	PMID:17076807	3/21/07	TAIR
AT5G46210	Locus:2162060	AT4G10180	Locus:2005505	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719356	PMID:16792691	5/22/09	BIOGRID
AT5G46210	Locus:2162060	AT5G14250	Locus:2145638	IDA	affinity capture	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT5G46210	Locus:2162060	AT5G42970	Locus:2159961	IDA	affinity capture	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT5G46240	Locus:2170468	AT2G26650	Locus:2043839	IPI	yeast two-hybrid assay	Publication:501713073	PMID:15299147	5/18/06	TAIR
AT5G46240	Locus:2170468	AT4G18290	Locus:2005531	IPI	yeast two-hybrid assay	Publication:5801	PMID:11042178	5/18/06	TAIR
AT5G51450	Locus:2163680	AT4G26090	Locus:2005517	IPI	yeast two-hybrid assay	Publication:501717674	PMID:16212605	6/13/06	TAIR
AT5G52640	Locus:2149569	AT5G51700	Locus:2165316	IPI	yeast two-hybrid assay	Publication:501710488	PMID:14504384	8/22/08	TAIR
AT5G53210	Locus:2154197	AT3G26744	Locus:2090847	IPI	yeast two-hybrid assay	Publication:501727307	PMID:18641265	5/22/09	BIOGRID
AT5G55990	Locus:2161760	AT2G34180	Locus:2040824	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G55990	Locus:2161760	AT3G23000	Locus:2094553	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G55990	Locus:2161760	AT4G14580	Locus:2129930	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G55990	Locus:2161760	AT4G18700	Locus:2124072	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G56290	Locus:2177606	AT5G27600	Locus:2143661	IPI	Co-immunoprecipitation	Publication:501717822	PMID:16256065	5/9/06	TAIR
AT5G56290	Locus:2177606	AT5G62810	Locus:2170688	IPI	yeast two-hybrid assay	Publication:501681308	PMID:11978862	5/9/06	TAIR
AT5G56760	Locus:2164996	AT5G28020	Locus:2143814	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G57360	Locus:2172994	AT1G56280	Locus:2011856	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT5G57360	Locus:2172994	AT4G02570	Locus:2132377	IDA	affinity capture	Publication:501713144	PMID:15447654	5/22/09	BIOGRID
AT5G57360	Locus:2172994	AT5G20570	Locus:2149927	IDA	affinity capture	Publication:501713144	PMID:15447654	5/22/09	BIOGRID
AT5G57360	Locus:2172994	AT5G61380	Locus:2163198	IDA	in vitro reconstitution assay with recombinant protein	Publication:501725116	PMID:18562312	5/22/09	BIOGRID
AT5G58040	Locus:2155806	AT4G29820	Locus:2123919	IPI	yeast two-hybrid assay	Publication:501718102	PMID:16282318	5/18/06	TAIR
AT5G58040	Locus:2155806	AT5G51120	Locus:2176207	IPI	yeast two-hybrid assay	Publication:501718102	PMID:16282318	5/18/06	TAIR
AT5G58230	Locus:2161253	AT3G20740	Locus:2091876	IPI	Co-immunoprecipitation	Publication:501710582	PMID:12970192	5/9/06	TAIR
AT5G58230	Locus:2161253	AT5G11530	Locus:2144241	IDA	in vitro reconstitution assay with recombinant protein	Publication:501724126	PMID:18281509	5/22/09	BIOGRID
AT5G60100	Locus:2164160	AT5G61380	Locus:2163198	IPI	yeast two-hybrid assay	Publication:501723828	PMID:18055606	5/22/09	BIOGRID
AT5G61380	Locus:2163198	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501711690	PMID:14654842	5/22/09	BIOGRID
AT5G61380	Locus:2163198	AT2G43010	Locus:2053733	IPI	yeast two-hybrid assay	Publication:501711376	PMID:14634162	5/22/09	BIOGRID
AT5G61380	Locus:2163198	AT2G46970	Locus:2041369	IPI	yeast two-hybrid assay	Publication:501681954	PMID:11828023	5/22/09	BIOGRID
AT5G62430	Locus:2154079	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/8/06	TAIR
AT5G62430	Locus:2154079	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/8/06	TAIR
AT5G62920	Locus:2170723	AT5G43170	Locus:2167766	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G64200	Locus:2173338	AT3G13570	Locus:2086804	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT5G64200	Locus:2173338	AT3G55460	Locus:2099931	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT5G64630	Locus:2174784	AT5G58230	Locus:2161253	IPI	Co-immunoprecipitation	Publication:501680331	PMID:11163246	4/26/06	TAIR
AT5G64920	Locus:2177684	AT5G41700	Locus:2160462	IDA	in vitro binding assay	Publication:501681404	PMID:12028569	6/9/06	TAIR
AT5G65310	Locus:2168225	AT4G40060	Locus:2140055	IDA	in vitro reconstitution assay with recombinant protein	Publication:501680370	PMID:11247607	5/22/09	BIOGRID
AT5G65410	Locus:2168240	AT1G75240	Locus:2025121	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G65410	Locus:2168240	AT3G28920	Locus:2095157	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G65410	Locus:2168240	AT3G50890	Locus:2077957	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G65410	Locus:2168240	AT5G15210	Locus:2150871	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G66190	Locus:2156917	AT1G60950	Locus:2206061	IDA	affinity capture	Publication:501719177	PMID:	6/14/06	TAIR
AT1G01160	Locus:2035232	AT4G09000	Locus:2122323	IPI	yeast two-hybrid assay	Publication:501712996	PMID:15326298	5/11/06	TAIR
AT1G01640	Locus:2198140	AT4G02570	Locus:2132377	IPI	yeast two-hybrid assay	Publication:501714599	PMID:15659098	5/8/06	TAIR
AT1G01700	Locus:2198220	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT1G02140	Locus:2205630	AT1G11400	Locus:2200116	IPI	fusion protein pull-down assay	Publication:501719990	PMID:16953428	3/4/08	TAIR
AT1G02860	Locus:2024675	AT5G41700	Locus:2160462	IPI	yeast two-hybrid assay	Publication:501721117	PMID:17355433	4/20/07	TAIR
AT1G02910	Locus:2024720	ATCG00020	Locus:504954626	IPI	split-reporter assay	Publication:501718729	PMID:16531500	3/27/07	TAIR
AT1G02970	Locus:2024780	AT3G48750	Locus:2099478	IPI	yeast two-hybrid assay	Publication:501720842	PMID:17209125	6/19/07	TAIR
AT1G03130	Locus:2007519	AT1G52220	Locus:2037435	IPI	yeast two-hybrid assay		PMID:18813226	5/22/09	BIOGRID
AT1G03360	Locus:2014535	AT3G61620	Locus:2076710	IDA	in vitro reconstitution assay with recombinant protein	Publication:1547334	PMID:11809881	5/22/09	BIOGRID
AT1G03840	Locus:2024193	AT3G54220	Locus:2080345	IPI	yeast two-hybrid assay	Publication:501723231	PMID:17785527	2/19/08	TAIR
AT1G03970	Locus:2024224	AT2G46270	Locus:2063020	IDA	in vitro binding assay	Publication:4909	PMID:8146148	5/25/06	TAIR
AT1G04020	Locus:2024244	AT4G21070	Locus:2133109	IPI	yeast two-hybrid assay	Publication:501719977	PMID:16957774	8/22/08	TAIR
AT1G04240	Locus:2018379	AT2G18790	Locus:2005515	IDA	in vitro binding assay	Publication:501711433	PMID:14617065	3/3/06	TAIR
AT1G04450	Locus:2018369	AT3G51300	Locus:2080878	IPI	fluorescence resonance energy transfer (FRET)	Publication:501715172	PMID:15824136	5/11/06	TAIR
AT1G04550	Locus:2197838	AT1G15750	Locus:2036204	IPI	yeast two-hybrid assay	Publication:501724185	PMID:18258861	5/22/09	BIOGRID
AT1G05055	Locus:504956103	AT1G03190	Locus:2014525	IPI	yeast two-hybrid assay	Publication:501718879	PMID:16623910	3/14/08	TAIR
AT1G05560	Locus:2201031	AT1G05570	Locus:2031938	IPI	yeast two-hybrid assay	Publication:501679482	PMID:11283335	2/17/06	TAIR
AT1G06040	Locus:2198841	AT1G32230	Locus:2031700	IPI	yeast two-hybrid assay	Publication:5841	PMID:11018516	5/11/06	TAIR
AT1G06110	Locus:2198826	AT5G42190	Locus:2165825	IPI	yeast two-hybrid assay	Publication:501707007	PMID:12795696	3/3/08	TAIR
AT1G06700	Locus:2009115	AT3G25250	Locus:2090310	IDA	in vitro reconstitution assay with recombinant protein	Publication:501720103	PMID:17040918	5/22/09	BIOGRID
AT1G08370	Locus:2201821	AT3G13300	Locus:2088165	IPI	Co-immunoprecipitation	Publication:501720608	PMID:17158604	8/22/08	TAIR
AT1G08560	Locus:2025620	AT2G35190	Locus:2063459	IDA	affinity capture	Publication:501681563	PMID:12068098	5/22/09	BIOGRID
AT1G09020	Locus:2036079	AT2G40000	Locus:2061221	IPI	split-reporter assay	Publication:501720161	PMID:17028154	5/22/09	BIOGRID
AT1G09070	Locus:2036004	AT3G60600	Locus:2101766	IDA	in vitro binding assay	Publication:501717903	PMID:16227454	6/13/06	TAIR
AT1G10230	Locus:2012823	AT3G61590	Locus:2082797	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/2/06	TAIR
AT1G10270	Locus:2012868	AT2G15400	Locus:2047198	IPI	split-reporter assay	Publication:501718508	PMID:16489121	7/30/07	TAIR
AT1G10940	Locus:2197379	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT1G12220	Locus:2201996	AT5G13160	Locus:2179857	IPI	Co-immunoprecipitation	Publication:501721049	PMID:17277084	5/3/07	TAIR
AT1G12980	Locus:2031890	AT1G30490	Locus:2028140	IPI	Co-immunoprecipitation	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G13320	Locus:2205354	AT3G07370	Locus:2079716	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	2/7/07	TAIR
AT1G13600	Locus:2009932	AT1G75390	Locus:2018411	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT1G14920	Locus:2006747	AT4G24210	Locus:2135917	IPI	yeast two-hybrid assay	Publication:501712428	PMID:15155881	2/1/07	TAIR
AT1G15220	Locus:2037718	AT1G22840	Locus:2017729	IPI	yeast two-hybrid assay	Publication:501717874	PMID:16236729	11/14/05	TAIR
AT1G15550	Locus:2196623	AT3G55560	Locus:2099956	IPI	yeast two-hybrid assay	Publication:501721041	PMID:17277098	6/22/07	TAIR
AT1G16240	Locus:2032835	AT1G28490	Locus:2032569	IPI	split-reporter assay	Publication:501722659	PMID:17662028	8/9/07	TAIR
AT1G16890	Locus:2015581	AT1G23260	Locus:2028085	IPI	yeast two-hybrid assay	Publication:501724002	PMID:18178771	2/26/08	TAIR
AT1G16970	Locus:2035495	AT1G48050	Locus:2023757	IPI	yeast two-hybrid assay	Publication:501681874	PMID:12148535	5/2/06	TAIR
AT1G19180	Locus:2202180	AT1G32640	Locus:2035609	IPI	yeast two-hybrid assay	Publication:501725158	PMID:18547396	5/22/09	BIOGRID
AT1G19220	Locus:2202205	AT4G14560	Locus:2129910	NAS	meeting abstract	Publication:1546885		4/11/06	TAIR
AT1G19350	Locus:2016472	AT1G75080	Locus:2037279	IPI	yeast two-hybrid assay	Publication:501682532	PMID:12427989	6/9/06	TAIR
AT1G19700	Locus:2013154	AT2G02710	Locus:2058852	IPI	yeast two-hybrid assay	Publication:501723636	PMID:17982713	6/26/08	TAIR
AT1G19850	Locus:2035454	AT5G20730	Locus:2180469	IPI	fluorescence resonance energy transfer (FRET)	Publication:501719597	PMID:16854942	5/22/09	BIOGRID
AT1G20090	Locus:2198566	AT4G28556	Locus:1009023333	IDA	in vitro binding assay	Publication:501724004	PMID:18178769	2/25/08	TAIR
AT1G20140	Locus:2198621	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT1G21410	Locus:2027082	AT4G02570	Locus:2132377	IPI	Co-immunoprecipitation	Publication:501682926	PMID:12468727	8/22/08	TAIR
AT1G21750	Locus:2036906	AT3G19390	Locus:2090614	IPI	yeast two-hybrid assay	Publication:501727556	PMID:18676877	5/22/09	BIOGRID
AT1G21780	Locus:2036962	AT1G26830	Locus:2200670	IPI	yeast two-hybrid assay	Publication:501714599	PMID:15659098	5/2/06	TAIR
AT1G21980	Locus:2201108	AT1G70490	Locus:2026780	IPI	fusion protein pull-down assay	Publication:501721228	PMID:17379598	5/18/07	TAIR
AT1G22070	Locus:2030551	AT1G64280	Locus:2014200	IPI	yeast two-hybrid assay	Publication:760	PMID:10659709	5/11/06	TAIR
AT1G22280	Locus:2196531	AT2G18790	Locus:2005515	IDA	in vitro reconstitution assay with recombinant protein		PMID:18564962	5/22/09	BIOGRID
AT1G22300	Locus:2196506	AT1G75080	Locus:2037279	IDA	affinity capture	Publication:501723150	PMID:17873094	5/22/09	BIOGRID
AT1G22770	Locus:2199685	AT1G68050	Locus:2200176	IDA	in vitro reconstitution assay with recombinant protein	Publication:501723160	PMID:17872410	5/22/09	BIOGRID
AT1G23420	Locus:2028020	AT4G27330	Locus:2131729	IPI	fusion protein pull-down assay	Publication:501713074	PMID:15299139	6/13/06	TAIR
AT1G23490	Locus:2028926	AT3G61570	Locus:2082782	IPI	fusion protein pull-down assay	Publication:501724019	PMID:17307898	3/17/08	TAIR
AT1G23820	Locus:2034903	AT1G70310	Locus:2016129	IPI	yeast two-hybrid assay	Publication:501682680	PMID:12368503	8/21/03	TAIR
AT1G24150	Locus:2032477	AT4G29350	Locus:2118324	IPI	yeast two-hybrid assay	Publication:501717992	PMID:16313636	5/2/06	TAIR
AT1G24190	Locus:2032382	AT3G20310	Locus:2092339	IPI	Co-immunoprecipitation	Publication:501716398	PMID:15994908	6/16/06	TAIR
AT1G24260	Locus:2032372	AT1G43850	Locus:2029137	IPI	fusion protein pull-down assay	Publication:501719596	PMID:16854969	8/22/08	TAIR
AT1G24590	Locus:2024076	AT1G30490	Locus:2028140	IPI	yeast two-hybrid assay	Publication:501721234	PMID:17376809	6/12/07	TAIR
AT1G27360	Locus:2015999	AT1G22770	Locus:2199685	IDA	in vitro reconstitution assay with recombinant protein		PMID:17704763	5/22/09	BIOGRID
AT1G27390	Locus:2015904	AT3G20000	Locus:2095355	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT1G28200	Locus:2032185	AT2G46370	Locus:2039074	IDA	affinity capture	Publication:501720788	PMID:17220357	5/22/09	BIOGRID
AT1G30210	Locus:2009797	AT5G19330	Locus:2150295	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728647	PMID:18818695	5/22/09	BIOGRID
AT1G30270	Locus:2009812	AT1G64480	Locus:2019439	IPI	yeast two-hybrid assay	Publication:501719287	PMID:16814720	8/22/08	TAIR
AT1G30400	Locus:2204202	AT3G21640	Locus:2089890	IDA	affinity capture	Publication:501712497	PMID:15133126	5/22/09	BIOGRID
AT1G30460	Locus:2028175	AT1G28200	Locus:2032185	IPI	yeast two-hybrid assay	Publication:501722480	PMID:17576667	9/11/07	TAIR
AT1G30970	Locus:2015776	AT4G00650	Locus:2127013	IPI	yeast two-hybrid assay	Publication:501720278	PMID:17138694	5/23/07	TAIR
AT1G31650	Locus:2028701	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT1G32060	Locus:2195366	AT3G26650	Locus:2090802	IPI	Co-purification	Publication:501717821	PMID:16258009	5/19/06	TAIR
AT1G32640	Locus:2035609	AT3G17860	Locus:2088530	IPI	fusion protein pull-down assay	Publication:501722827	PMID:17637675	11/30/07	TAIR
AT1G35580	Locus:2014676	AT3G09920	Locus:2085074	IPI	yeast two-hybrid assay	Publication:501720791	PMID:17220200	2/9/07	TAIR
AT1G35670	Locus:2014691	AT1G02280	Locus:2204923	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT1G78220	Locus:2194754	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G45249	Locus:1005716679	AT3G57530	Locus:2103498	IPI	yeast two-hybrid assay	Publication:501718038	PMID:16299177	6/9/06	TAIR
AT1G47200	Locus:2036736	AT1G68910	Locus:2205470	IDA	affinity capture	Publication:501725058	PMID:18591351	5/22/09	BIOGRID
AT1G47710	Locus:2015443	AT5G04200	Locus:2146648	IPI	yeast two-hybrid assay	Publication:501720165	PMID:17028019	8/21/07	TAIR
AT1G47870	Locus:2202390	AT3G48750	Locus:2099478	IPI	fusion protein pull-down assay	Publication:501682926	PMID:12468727	11/3/06	TAIR
AT1G48270	Locus:2007710	AT2G26300	Locus:2005529	IPI	yeast two-hybrid assay	Publication:501721123	PMID:17347412	4/26/07	TAIR
AT1G48380	Locus:2007720	AT5G02820	Locus:2151221	IPI	yeast two-hybrid assay	Publication:501718268	PMID:16339310	5/8/06	TAIR
AT1G48410	Locus:2007760	AT1G01183	Locus:1009023078	IDA	affinity capture	Publication:501720606	PMID:17158744	5/22/09	BIOGRID
AT1G49620	Locus:2012186	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT1G50030	Locus:2031090	AT3G08850	Locus:2097633	IPI	Co-immunoprecipitation	Publication:501718154	PMID:16377759	5/8/06	TAIR
AT1G50420	Locus:2008086	AT1G76030	Locus:2204430	IPI	yeast two-hybrid assay	Publication:501720456	PMID:17081979	1/25/07	TAIR
AT1G50640	Locus:2008021	AT2G45640	Locus:2043704	IPI	yeast two-hybrid assay	Publication:501718349	PMID:16429262	6/13/06	TAIR
AT1G51710	Locus:2017552	AT2G41110	Locus:2063224	IDA	in vitro binding assay	Publication:501716416	PMID:15987637	6/13/06	TAIR
AT1G52240	Locus:2018169	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT1G52410	Locus:2018164	AT3G18730	Locus:2094019	IPI	yeast two-hybrid assay	Publication:501716470	PMID:15964904	5/2/06	TAIR
